"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","14.5","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","14.3","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","11.2","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","7.3","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","7.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","8.5","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","4.1","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","3.9","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","14.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","28.4","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","30.6","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","20.8","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","15.7","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","15.0","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","10.7","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","6.4","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Females","Percentage","242","units","0","v102040386","1.6.33.3","8.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","4.8","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","4.4","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","13.9","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","23.5","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","29.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","23.7","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","17.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","16.1","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","11.6","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","14.8","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Both sexes","Percentage","242","units","0","v102040387","1.6.34.1","13.9","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","5.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","7.2","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","14.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","17.3","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","27.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","23.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","19.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","21.0","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","12.8","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","17.1","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Males","Percentage","242","units","0","v102040388","1.6.34.2","17.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","4.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","2.9","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","13.6","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","27.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","30.1","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","23.7","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","16.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","13.3","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","10.9","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","13.6","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service representatives and other customer and personal services occupations [65]","Females","Percentage","242","units","0","v102040389","1.6.34.3","11.8","","","","1"
